username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018-12-07 15:00;44;229;"As part of the exploratory process, customers may see public-facing APIs and other signs that we are conducting engineering work to potentially support these assets. We cannot commit to when or whether these assets will become available. Follow http://blog.coinbase.com for updates";;;;"1071041858116046849";https://twitter.com/coinbase/status/1071041858116046849
;2018-12-07 15:00;87;379;"Over time, we intend to offer access to 90%+ of all compliant digital assets by market cap. To make this vision a reality, we will use our published Digital Asset Framework to evaluate assets on factors like security, compliance, and technical innovation:https://blog.coinbase.com/new-asset-listing-process-a83ef296a0f3 …";;;;"1071041857382043649";https://twitter.com/coinbase/status/1071041857382043649
;2018-12-07 15:00;2268;5717;"Coinbase is exploring the addition of 30+ new digital assets. It’s our goal to offer support for all assets that meet our standards and are compliant with local law.https://blog.coinbase.com/coinbase-continues-to-explore-support-for-new-digital-assets-92ba4ab7f465 …";;;;"1071041856006287360";https://twitter.com/coinbase/status/1071041856006287360
;2018-12-07 01:07;30;157;"Thread https://twitter.com/balajis/status/1070830209325121536 …";;;;"1070832024875757568";https://twitter.com/coinbase/status/1070832024875757568
;2018-12-05 19:27;274;905;"ZEC is now live on Coinbase and in the Android and iOS apps. Coinbase customers can log in now to buy, sell, send, receive, or store ZEC.https://blog.coinbase.com/buy-and-sell-zec-on-coinbase-ccd0bbb642a9 …";;;;"1070384099599228933";https://twitter.com/coinbase/status/1070384099599228933
;2018-12-05 19:16;44;173;"As we make more assets available on Coinbase, we want to help people understand and make informed decisions about cryptocurrency. Check out the ZEC page on Coinbase to learn more about it:https://www.coinbase.com/price/zcash";;;;"1070381390573768704";https://twitter.com/coinbase/status/1070381390573768704
;2018-12-05 19:13;236;734;"ZEC is launching on Coinbase and in the iOS and Android apps within the next 15 minutes. You may need to update your app to properly buy and sell ZEC. We will update when ZEC is fully live. https://blog.coinbase.com/buy-and-sell-zec-on-coinbase-ccd0bbb642a9 …http://Coinbase.com";;;;"1070380633824858112";https://twitter.com/coinbase/status/1070380633824858112
;2018-12-04 22:43;97;413;"Coinbase CEO @ brian_armstrong talks # crypto 101 with @ joannastern of @ wsj. https://www.wsj.com/video/series/in-the-elevator-with/in-the-elevator-with-coinbase-ceo-brian-armstrong/C475E356-FC15-4B4B-B92A-18C5005F833F …";;@ @ @;#;"1070071113571459072";https://twitter.com/coinbase/status/1070071113571459072
;2018-11-30 04:17;256;809;"“Fintech before crypto is like mobile before the iPhone came along.” Watch @ Coinbase COO @ AsiffHirji explain how stablecoins will lead to tech innovation at @ money2020.pic.twitter.com/q4QqqVslw4";;@ @ @;;"1068343186492276737";https://twitter.com/coinbase/status/1068343186492276737
;2018-11-28 01:47;732;1945;"“We’re on the cusp of internet 3.” Watch @ coinbase COO @ asiffhirji explain how crypto is enabling the creation of the decentralized web at @ money2020. “This will solve the two biggest problems with the internet today.”pic.twitter.com/Ek9hywE0Mk";;@ @ @;;"1067580733177221120";https://twitter.com/coinbase/status/1067580733177221120
;2018-11-15 17:00;137;457;"Bitcoin Cash (BCH) sends, receives, buys and sells are now paused. Please follow @ CoinbaseSupport for further BCH fork updates.";;@;;"1063099537479340032";https://twitter.com/coinbase/status/1063099537479340032
;2018-11-15 04:02;531;1799;"Binance is listing USDC–the stablecoin co-created by @ circlepay and Coinbase via @ centre_io. We co-founded the CENTRE Consortium with the goal of establishing a standard for fiat on the internet, and we’re thrilled to see adoption growing around the world.http://ow.ly/cIlb50jHfU9";;@ @;;"1062903653235912710";https://twitter.com/coinbase/status/1062903653235912710
;2018-11-14 07:32;141;409;"Update for customers with Bitcoin Cash (BCH) stored on Coinbasehttps://blog.coinbase.com/what-to-expect-during-the-bitcoin-cash-hard-fork-f15fd03687db …";;;;"1062594045594132485";https://twitter.com/coinbase/status/1062594045594132485
;2018-11-09 20:45;177;623;"An open financial system was on full display at # devcon4 last week as more than 3,000 developers from around the world came together to explore the toughest challenges in Ethereum and blockchains today. We rounded up a few key takeaways.https://blog.coinbase.com/wrapping-up-devcon4-4de813e718fb …";;;#;"1060981603495747584";https://twitter.com/coinbase/status/1060981603495747584
;2018-11-08 21:12;601;1796;"BAT is now live at http://Coinbase.com and in the Coinbase iOS and Android apps. Coinbase customers can log in to buy, sell, send, receive, or store BAT.https://blog.coinbase.com/buy-and-sell-bat-on-coinbase-454a7eb9f3a …";;;;"1060626223540260864";https://twitter.com/coinbase/status/1060626223540260864
;2018-11-08 21:00;48;190;"As we make more assets available on Coinbase, we want to help people understand and make informed decisions about cryptocurrency. Check out the BAT page on Coinbase to learn more about it:https://www.coinbase.com/price/basic-attention-token …";;;;"1060623186721566720";https://twitter.com/coinbase/status/1060623186721566720
;2018-11-08 21:00;520;1385;"Basic Attention Token (BAT) is launching at http://Coinbase.com and in the iOS and Android apps within the next 15 minutes. You may need to update your app to properly buy and sell BAT. We will update when BAT is fully live. https://blog.coinbase.com/buy-and-sell-bat-on-coinbase-454a7eb9f3a …";;;;"1060623185677172736";https://twitter.com/coinbase/status/1060623185677172736
;2018-10-31 20:50;83;329;"So much happens in the crypto ecosystem each month that moves the space forward. This Month in Crypto: Take a look at how crypto intersects with @ ChristiesInc, @ VisitSeoul, @ DocuSign, and big agriculture.https://blog.coinbase.com/this-month-in-crypto-icos-christies-and-self-regulation-in-japan-fc5fe0774a63 …";;@ @ @;;"1057721368249163776";https://twitter.com/coinbase/status/1057721368249163776
